source,year,title,doi
Europe PMC,2017,Inducing unconscious stress: Cardiovascular activity in response to subliminal presentation of threatening and neutral words.,10.1111/psyp.12891
Europe PMC,2023,The Relationship Between Health-Related Quality of Life and Lower-Extremity Visuomotor Reaction Time in Young Adult Women Following Ankle Sprain.,10.1123/jsr.2022-0199
Semantic Scholar,2017,FRI0493 Disease activity together with depression contributes to work disability in psoriatic arthritis,10.1136/annrheumdis-2017-eular.5086
OpenAlex,2017,FRI0493 Disease activity together with depression contributes to work disability in psoriatic arthritis,10.1136/annrheumdis-2017-eular.5311
OpenAlex,2017,AB0755 Depression and anxiety may contribute to higher disease activity and worse quality of life in psoriatic arthritis,10.1136/annrheumdis-2017-eular.6825
Europe PMC,2020,Cognitive effects of onabotulinumtoxinA in chronic migraine.,10.1136/bmjno-2019-000014
OpenAlex,2011,"PA.08 Investigating the role of attentional disengagement bias in the tendency, ability and persistence of worry",10.1136/jnnp-2011-300504.35
OpenAlex,2021,The Influence of Worrying on User Experience,10.1145/3473856.3473999
Europe PMC,2012,Feasibility of exercise training for the short-term treatment of generalized anxiety disorder: a randomized controlled trial.,10.1159/000327898
Europe PMC,2012,Internet-based psychodynamic versus cognitive behavioral guided self-help for generalized anxiety disorder: a randomized controlled trial.,10.1159/000339371
Europe PMC,2013,The impact of self-reported psychological stress levels on changes to peripheral blood immune biomarkers in recreational marathon runners during training and recovery.,10.1159/000346795
Semantic Scholar,2019,Common and Disorder-Specific Neurofunctional Markers of Dysregulated Empathic Reactivity in Major Depression and Generalized Anxiety Disorder,10.1159/000504180
Europe PMC,2021,A Three-Arm Randomized Clinical Trial Comparing the Efficacy of a Mindfulness-Based Intervention with an Active Comparison Group and Fluoxetine Treatment for Adults with Generalized Anxiety Disorder.,10.1159/000511880
Europe PMC,2022,"Effectiveness of an Internet-Based Self-Help Intervention versus Public Mental Health Advice to Reduce Worry during the COVID-19 Pandemic: A Pragmatic, Parallel-Group, Randomized Controlled Trial.",10.1159/000521302
OpenAlex,2020,A inter-relação entre preocupações e sintomas depressivos em adultos com ansiedade generalizada: uma análise cross-lagged,10.11606/d.47.2020.tde-02092020-174154
OpenAlex,2020,Eficácia da terapia comportamental baseada em aceitação em grupo para o transtorno de ansiedade generalizada: um ensaio clínico aleatorizado,10.11606/t.47.2020.tde-28052020-192438
Europe PMC,2013,Antidepressant medication augmented with cognitive-behavioral therapy for generalized anxiety disorder in older adults.,10.1176/appi.ajp.2013.12081104
OpenAlex,2012,Treating Social Anxiety Doesn’t Decrease Alcohol Consumption,10.1176/pn.47.13.psychnews_47_13_11-b
Europe PMC,2022,Depression and Intolerance of Uncertainty: Association with Decisional Conflict in Otolaryngology Patients.,10.1177/00034894211018914
Europe PMC,2023,Correlation Between Intolerance of Uncertainty and Post-Operative Regret in Otolaryngology Patients.,10.1177/00034894221098708
Europe PMC,2012,Effectiveness of computerised cognitive behaviour therapy for anxiety disorders in secondary care.,10.1177/0004867412437345
Europe PMC,2020,Cognitive behavioral therapy for perinatal anxiety: A randomized controlled trial.,10.1177/0004867419898528
OpenAlex,2020,Spiritual well-being and coronary artery diseases severity: Mediating effects of anger rumination and worry,10.1177/0017896920976697
Semantic Scholar,2014,Effect of Stress Management Programmes on the Health and Personality Traits of Managers—A Study of Managers in a Large PSU in India,10.1177/0019556120140211
Europe PMC,2024,Nurses' Attitudes Towards Death and Its Relationship With Anxiety Levels.,10.1177/00302228211065963
OpenAlex,2022,Validation of the Geriatric Anxiety Inventory in younger adults,10.1177/01650254211064348
Europe PMC,2021,Relationship Between Parental Intolerance of Uncertainty and Decisional Conflict in Pediatric Otolaryngologic Surgery.,10.1177/0194599820973644
Europe PMC,2014,Psychometric properties of the Generalized Anxiety Disorder Inventory in a Canadian sample.,10.1177/0269881114525672
Europe PMC,2026,Prevalence of Comorbid Postpartum Depression and Anxiety in Birthing Parents Seeking Treatment for Postpartum Depression: Prévalence de la présence comorbide de la dépression et de l'anxiété post-partum chez les parents ayant accouché qui ont consulté en raison de la dépression post-partum.,10.1177/07067437261462698
OpenAlex,2011,"Perfectionism, Rumination, Worry, and Depressive Symptoms in Early Adolescents",10.1177/0829573511422039
Europe PMC,2014,What do patients and families want from a child neurology consultation?,10.1177/0883073813511857
Europe PMC,2017,Suicidal and death ideation among adults with obsessive-compulsive disorder presenting for intensive intervention.,10.1177/104012371702900109
Europe PMC,2019,Screening for Problematic Worry in Adults With a Single Item From the Penn State Worry Questionnaire.,10.1177/1073191117694453
Europe PMC,2022,I am Worried: Do the PSWQ and PSWQ-A Display Measurement Invariance Across Four Racial Groups?,10.1177/10731911211013911
Europe PMC,2022,Measurement Invariance of Disorder-Specific and Transdiagnostic Measures of Repetitive Negative Thinking.,10.1177/10731911211028657
Europe PMC,2022,"Factor Structure, Measurement Invariance, and Concurrent Validity of the Penn State Worry Questionnaire Across Development, Psychopathology, and Culture.",10.1177/1073191121993223
Europe PMC,2026,Normative Values and Psychometric Properties of the Penn State Worry Questionnaire in Substance Use Disorder Treatment Population.,10.1177/10731911251327255
Europe PMC,2024,Psychological Distress and Treatment Outcome in Patients With Early-Stage Mycosis Fungoides.,10.1177/12034754231220913
Europe PMC,2024,Remote cognitive behavioral therapy for older adults with anxiety symptoms: A systematic review and meta-analysis.,10.1177/1357633x231151788
OpenAlex,2020,Increased Anxiety is Associated with Better Learning from Negative Feedback,10.1177/1475725720965761
Europe PMC,2011,Characteristics of generalized anxiety disorder in patients with dementia.,10.1177/1533317511426867
Europe PMC,2026,The Impact of Psychological Distress on Cognitive Function in Postmenopausal Women.,10.1177/15409996251400054
Europe PMC,2012,Perseverative negative cognitive processes are associated with depression in people with long-term conditions.,10.1177/1742395311433058
Europe PMC,2023,An evaluation of the feasibility and acceptability of sister circles as an anxiety intervention for pregnant Black women.,10.1177/17455057231185405
Europe PMC,2016,Overcoming functional impairment in postpartum depressed or anxious women: a pilot trial of desvenlafaxine with flexible dosing.,10.1177/2045125316656297
Semantic Scholar,2025,Longitudinal Associations Between Worry and Sleep Quality Among Chinese Adolescents During the COVID-19 Pandemic: A Moderated Mediation Model,10.1177/21582440251375735
Europe PMC,2022,"A Randomized Preference Trial Comparing Cognitive-Behavioral Therapy and Yoga for the Treatment of Late-Life Worry: Examination of Impact on Depression, Generalized Anxiety, Fatigue, Pain, Social Participation, and Physical Function.",10.1177/2164957x221100405
OpenAlex,2023,"Perfectionism, Academic Stress, Rumination and Worry: A Predictive Model for Anxiety and Depressive Symptoms in University Students From Colombia",10.1177/21676968231188759
Europe PMC,2014,Disorder-specific cognitive profiles in major depressive disorder and generalized anxiety disorder.,10.1186/1471-244x-14-96
Europe PMC,2014,Low-intensity internet-delivered treatment for generalized anxiety symptoms in routine care: protocol for a randomized controlled trial.,10.1186/1745-6215-15-145
Europe PMC,2022,French adaptation and validation of the Panic Disorder Severity Scale-self-report.,10.1186/s12888-022-03989-x
Europe PMC,2022,Risk factors of sleep paralysis in a population of Polish students.,10.1186/s12888-022-04003-0
Europe PMC,2024,Concentrated transdiagnostic and cross-disciplinary micro-choice based group treatment for patients with depression and with anxiety leads to lasting improvements after 12 months: a pilot study.,10.1186/s12888-024-05786-0
Europe PMC,2025,"Efficacy of CBT, intensified tDCS and their combination for reducing clinical symptoms and improving quality of life in social anxiety disorder with comorbid depression: a randomized controlled trial.",10.1186/s12888-025-06866-5
Europe PMC,2025,A 14-week structured breathing program: an investigation into its impact on psychological health parameters in university students.,10.1186/s12889-025-22585-8
Europe PMC,2019,Physical exercise augmented cognitive behaviour therapy for older adults with generalised anxiety disorder (PEXACOG): study protocol for a randomized controlled trial.,10.1186/s13063-019-3268-9
OpenAlex,2026,"Dream experiences and psychological distress: a network analysis of pathological worry, depression, anxiety, and stress",10.1186/s40359-026-05365-w
OpenAlex,2023,Basal and LPS-stimulated inflammatory markers and the course of depression and anxiety symptoms,10.1192/j.eurpsy.2023.1265
OpenAlex,2023,Suicide Attempts in Panic Disorder: Clinical Effects on Treatment Response and Link to Fear of Cognitive Dyscontrol,10.1192/j.eurpsy.2023.457
OpenAlex,2025,Metacogntive training add-on to esketamine treatment in TRD patients: effects on depressive rumination,10.1192/j.eurpsy.2025.1360
Semantic Scholar,2016,"Prevalence of depression, sleep-related disturbances, and anxiety and their effect on quality of life in patients with adenocarcinoma of the pancreas.",10.1200/jco.2009.27.15_suppl.e15678
OpenAlex,2016,"Spirituality, symptom distress and quality of life of Latin American patients with advanced cancer (LAAdCa): A multicenter study.",10.1200/jco.2016.34.15_suppl.e21656
OpenAlex,2016,"Spirituality, religiosity, spiritual pain, and quality of life among caregivers of Latin American patients with advanced cancer: A multicenter study.",10.1200/jco.2016.34.26_suppl.245
OpenAlex,2016,"Spirituality, religiosity, spiritual pain, and quality of life among Latin American patients with advanced cancer (LAAdCa): A multicenter study.",10.1200/jco.2016.34.26_suppl.246
OpenAlex,2026,Baseline predictors of treatment response in the bounce back mind-body resiliency trial for AYA cancer survivors.,10.1200/jco.2026.44.16_suppl.12101
OpenAlex,2022,"Global pandemic fear and international students: Negative thoughts, mental and physical well-being",10.1201/9781003265061-15
OpenAlex,2016,Sleep Disturbances in Patients with Myasthenia Gravis: A Prospective Study (P3.132),10.1212/wnl.86.16_supplement.p3.132
OpenAlex,2011,Short-Term Exercise Training for Treatment of Generalized Anxiety Disorder: A Randomized Controlled Trial,10.1249/01.mss.0000402733.41030.f9
OpenAlex,2016,Sex-Related Differences in Mood Responses to Acute Aerobic Exercise,10.1249/01.mss.0000488182.41844.9d
OpenAlex,2017,Acute Exercise Effects on Mood Among Young Adults with Worry Symptoms Indicative of Generalized Anxiety Disorder,10.1249/01.mss.0000517277.51142.c7
OpenAlex,2018,Associations Between Grip Strength And Generalized Anxiety Disorder,10.1249/01.mss.0000535881.89920.6e
OpenAlex,2018,Acute Exercise Effects Among Young Adults with Subclinical Generalized Anxiety Disorder,10.1249/01.mss.0000535907.33670.95
Semantic Scholar,2018,Working It Out: Acute Exercise to Combat Anxiety and Depression in Individuals Living with PTSD 1079 Board #2 May 31 8 00 AM - 10 00 AM,10.1249/01.mss.0000535908.41294.08
OpenAlex,2019,The Effectiveness of Acute Resistance Exercise Training among Young Adults with Analogue Generalized Anxiety Disorder,10.1249/01.mss.0000561432.66840.6e
OpenAlex,2019,State Anxiety and Worry Responses to a Single Sprint Before and After Sprint Interval Training,10.1249/01.mss.0000561433.43969.91
OpenAlex,2020,The Effects Of Ecologically-Valid Resistance Exercise Training Among Young Adults With Analogue Generalized Anxiety Disorder,10.1249/01.mss.0000682572.67182.03
OpenAlex,2020,Walking Away Depression And Anxiety: Results From The Irish Longitudinal Study On Ageing,10.1249/01.mss.0000682580.90995.75
OpenAlex,2022,The Effects Of Resistance Exercise Training On Sleep Quality Among Young Adults,10.1249/01.mss.0000879028.12847.52
OpenAlex,2022,The Effects Of Resistance Exercise Training On Depressive Symptoms Among Young Adults,10.1249/01.mss.0000880268.31506.e0
OpenAlex,2023,Guidelines-based Resistance Exercise Training For Feelings Of Energy And Fatigue Among Young Adults,10.1249/01.mss.0000980632.05098.3a
OpenAlex,2023,Associations Between Expectations Regarding Exercise Response And Acute And Chronic Anxiety Responses To Resistance Exercise,10.1249/01.mss.0000980652.66496.33
OpenAlex,2023,Lower Physical Activity Dose Than Recommended Reduces Odds Of Generalized Anxiety Disorder: Results From TILDA,10.1249/01.mss.0000984508.54843.ab
OpenAlex,2025,Resistance Exercise Training For Depressive Symptom Severity Among Young Women With Analogue Generalized Anxiety Disorder,10.1249/01.mss.0001155684.20732.e8
OpenAlex,2025,"Relationships Between Anhedonia-Related Symptom Severity, PTSD Symptom Severity, And Physical Activity Levels In Trauma-Exposed Adults",10.1249/01.mss.0001158976.86844.cb
OpenAlex,2025,Placebo-driven Anxiolytic Benefits Of Resistance Exercise Training Among Young Women With Subclinical Generalized Anxiety Disorder,10.1249/01.mss.0001160796.30178.98
OpenAlex,2026,Research Bites,10.1249/fit.0000000000001149
Europe PMC,2019,Acute Exercise Effects among Young Adults with Analogue Generalized Anxiety Disorder.,10.1249/mss.0000000000001860
OpenAlex,2022,Ενδοκρινικές και ψυχολογικές μεταβολές κατά την περίοδο της κύησης και της λοχείας,10.12681/eadd/51701
OpenAlex,2019,Πρόγραμμα πρόληψης της κατάθλιψης σε εφήβους,10.12681/eadd/52302
OpenAlex,2023,Neuropsychological and emotional characteristics of patients with parasomnia,10.12681/eadd/54243
OpenAlex,2020,Η Αξιολόγηση της Παραγοντικής Δομής και των Ψυχομετρικών Χαρακτηριστικών του Penn State Worry Questionnaire (PSWQ) στον Ελληνικό Πληθυσμό,10.12681/psy_hps.23721
OpenAlex,2015,The effectiveness of eye movement desensitization and reprocessing (EMDR) in reducing pathological worry in patients with generalized anxiety disorder: a preliminary study,10.12740/app/39259
Europe PMC,2019,Attentional Bias Modification Training for Patients with Generalised Anxiety Disorder: a Randomised Controlled Study.,10.12809/eaap1759
OpenAlex,2019,Assessing Worry in Children: Psychometric Evaluation of the Indonesian Version of the Penn State Worry Questionnaire for Children (PSWQ-C),10.12928/jehcp.v8i1.10527
OpenAlex,2020,Psychometric Evaluation of the Korean version of the Penn State Worry Questionnaire with a Sample of University Students,10.12934/jkpmhn.2020.29.4.296
OpenAlex,2018,Contrast avoidance model: relationship to intolerance of uncertainty and fear of change,10.13016/m28idc-7yjt
OpenAlex,2020,"An Empirical Investigation into Pathological Worry and Rumination: Guilt, Shame, Depression, and Anxiety",10.13133/2724-2943/17229
Europe PMC,2011,Worry and problem-solving skills and beliefs in primary school children.,10.1348/014466510x523887
Europe PMC,2010,Characteristics of adults with anxiety or depression treated at an internet clinic: comparison with a national survey and an outpatient clinic.,10.1371/journal.pone.0010885
Europe PMC,2010,Internet treatment for generalized anxiety disorder: a randomized controlled trial comparing clinician vs. technician assistance.,10.1371/journal.pone.0010942
Europe PMC,2017,"Associations between quality of life, physical activity, worry, depression and insomnia: A cross-sectional designed study in healthy pregnant women.",10.1371/journal.pone.0178181
Europe PMC,2020,Interrogative suggestibility in the elderly.,10.1371/journal.pone.0241353
Europe PMC,2021,Psychosocial impacts of COVID-19 in the Guinean population. An online cross-sectional survey.,10.1371/journal.pone.0245751
Europe PMC,2024,Exploring the optimal factor structure of mind-wandering: Associations with neuroticism.,10.1371/journal.pone.0311733
OpenAlex,2011,FRIENDS Parent Project: Effectiveness of Parent Training in Reducing Parent Anxiety in a Universal Prevention Program for Anxiety Symptoms in School Children,10.1375/bech.28.2.57
OpenAlex,2025,"Bruxismo, trastornos temporomandibulares y factores psicológicos relacionados",10.14201/gredos.169585
OpenAlex,2019,The Penn State Worry Questionnaire for Children: The Italian version of a measure of worry in children and adolescents,10.1449/94344
OpenAlex,2023,"Psychological Inflexibility, Ruminative Thinking, Worry and Self- Compassion in Relation to College Adjustment",10.14686/buefad.1022706
OpenAlex,2025,Intolerance of Uncertainty and Psychological Flexibility Predict Worry in Young Adults,10.14686/buefad.1368769
OpenAlex,2020,"Associations between sleep quality, severity of dissociation, pathological worry, and functional impairment in multiple sclerosis: a case-control study",10.14744/dajpns.2019.00058
OpenAlex,2022,Response styles and avoidance strategies in bipolar disorder and healthy controls: A comparative study,10.14744/dajpns.2022.00168
Semantic Scholar,2025,"Stress, Anxiety, and Work-Related Distress Among Medical Residents: A Comparative Analysis of Anesthesiology and Internal Medicine Residents",10.14744/eamr.2025.09327
OpenAlex,2025,"Adaptation, Validity, and Reliability of the Turkish Version of Contrast Avoidance Questionnaires",10.14744/jcbpr.2025.17597
OpenAlex,2025,The Mediating Role of Cognitive Flexibility and Worry in the Effect of Rumination on Stress: An Evaluation of Risky Alcohol Use,10.14744/jcbpr.2025.37622
OpenAlex,2026,Study Protocol for a Randomized Controlled Trial of the Efficacy of a Transdiagnostic Cognitive Behavior Therapy Model Delivered in Group Therapy for Anxiety Disorders,10.14744/jcbpr.2026.40389
OpenAlex,2018,"Attachment styles of patients with major depressive, obsessive-compulsive, and generalized anxiety disorders",10.15171/jarcm.2018.006
OpenAlex,2016,Preocupación patológica en hipertensos en comparación con normotensos en población michoacana (México),10.15174/au.2016.870
OpenAlex,2015,Validation of the Korean Version of Brief Multidimensional Measure of Religiousness/Spirituality Scale,10.15207/jkcs.2015.6.5.257
OpenAlex,2017,Emotional Schema Therapy for Generalized Anxiety Disorder: A Single-Subject Design,10.1521/ijct.2017.10.4.269
OpenAlex,2016,"Gender Differences In Anxiety, Depression And Metacognition",10.15405/epsbs.2016.05.02.1
OpenAlex,2016,Metacognition by gender: A pilot Study based on canonical correlation analysis,10.15405/epsbs.2016.05.02.5
OpenAlex,2016,Use of the Penn State Worry Questionnaire to Identify Individuals with Gad: An Indian Perspective,10.15406/jpcpy.2016.06.00375
Europe PMC,2024,Driving and mobile phone use: Work addiction predicts hazardous but not excessive mobile phone use in a longitudinal study of young adults.,10.1556/2006.2024.00007
OpenAlex,2016,TAWAKAL DAN KECEMASAN MAHASISWA PADA MATA KULIAH PRAKTIKUM,10.15575/psy.v2i1.443
OpenAlex,2014,The Effects of Intolerance of Uncertainty and Perceived Control on Worry: The Mediating Effects of Negative Problem Orientation,10.15703/kjc.15.5.201410.1647
OpenAlex,2014,The Influence of Affect Intensity and Cognitive Avoidance on Worry,10.15842/kjcp.2014.33.1.012
Semantic Scholar,2014,정서강도와 인지적 회피가 걱정에 미치는 영향,10.15842/kjcp.2014.33.1.012012
OpenAlex,2022,Relationships between worry and depressive symptoms during two group therapies for generalized anxiety disorder,10.1590/0047-2085000000361
Europe PMC,2018,"Subjective well-being, religiosity and anxiety: a cross-sectional study applied to a sample of Brazilian medical students.",10.1590/2237-6089-2017-0070
OpenAlex,2018,Clinical profile associated with HIV risk in Spanish youth,10.17060/ijodaep.2018.n1.v2.1247
OpenAlex,2016,The Mediation of Worry about Career between Career Indecision and Career Search Behavior in South Korean College Students,10.17485/ijst/2016/v9i41/103839
Semantic Scholar,2018,"Intolerance of Uncertainty, Negative Problem Orientation on Worry",10.17547/kjsr.2018.26.4.350
OpenAlex,2023,Validating a Short Version of the Intolerance of Uncertainty Scale-12 (IUS-12),10.17547/kjsr.2023.31.3.97
OpenAlex,2012,Demographic And Psychological Characteristics Proceduring Pathological Worry In University Students,10.17556/jef.18882
OpenAlex,2018,Transcutaneous vagus nerve stimulation and emotional inhibition of return,10.17605/osf.io/4hsjy
OpenAlex,2026,Intepretation of the Penn State Worry Questionnaire,10.17605/osf.io/7yzw2
OpenAlex,2019,Penn State Worry Questionnaire - PSWQ,10.17605/osf.io/jbcw7
OpenAlex,2026,"Anxiety, model-based revaluation, and overthinking",10.17605/osf.io/nw3j7
OpenAlex,2025,A Meta-Analytic Mediation Model of Intolerance of Uncertainty and General Anxiety Symptoms via Worry: A Systematic Review and Meta-Analysis,10.17605/osf.io/t8dxn
OpenAlex,2025,Examining How Racial Discrimination Impacts Sleep Quality in African Americans: Is Perseveration the Answer?,10.17615/hkb8-0223
OpenAlex,2020,Worry and perceived risk of contagion during the COVID-19 quarantine in the Jalisco population: Preliminary Study,10.17711/sm.0185-3325.2020.035
OpenAlex,2023,Psychometric properties of the Diurnal Insomnia Symptoms Response Scale (DISRS) in a Mexican population sample APPENDIX,10.17711/sm.0185-3325.2023.001
OpenAlex,2025,Worry and the sense of quality of life in young women with Generalized Anxiety Disorder,10.17951/j.2024.37.4.109-121
Semantic Scholar,2020,"Skłonność do martwienia się, poczucie własnej wartości i subiektywna jakość życia u dzieci z rodzin wielodzietnych",10.17951/lrp.2020.39.2.195-206
OpenAlex,2022,Cuestionario de Preocupación de Pensilvania (PSWQ 11): Evidencias Psicométricas en una muestra de Adultos de Lima Metropolitana,10.18050/psiquemag.v11i2.2108
OpenAlex,2024,"Polish Adaptation and Validation of the Penn State Worry Questionnaire for Children (PSWQ-C): Factor Structure, Reliability and Validity",10.18290/rpsych2024.0007
OpenAlex,2025,The Effectiveness of Compassion-based Therapy on Rumination and Concern in Patients with Type I Diabetes,10.18502/ijdo.v17i2.18849
Europe PMC,2020,"The Relationship between Quality of Life and Physical Activity, Worry, Depression, and Insomnia in Pregnant Women.",10.18502/ijps.v15i2.2688
OpenAlex,2022,Group Emotion Regulation Therapy for Illness Anxiety Disorder: A Randomized Controlled Trial Emotion Regulation Therapy for Illness Anxiety Disorder,10.18502/jabs.v11i1.8754
OpenAlex,2021,Cognitive-Behavioral Model of Generalized Anxiety Disorder Psychotherapy,10.18662/brain/12.1/174
OpenAlex,2024,Investigation of Certain Cognitive and Metacognitive Factors Affecting Anxiety and Depression Symptoms Through Parallel Serial Mediation Models,10.18863/pgy.1540884
OpenAlex,2021,Treating Cognitive Symptoms of Generalized Anxiety Disorder Using EMDR Therapy With Bilateral Alternating Tactile Stimulation,10.1891/emdr-d-20-00026
OpenAlex,2021,"Association of Sleep Paralysis with PTSD Symptoms, Pathological Worry and Perceived Stress",10.19080/ijoprs.2021.04.555648
OpenAlex,2023,The Effect of Women’s Family Planning Method Use on Worry Level,10.19127/mbsjohs.1278930
OpenAlex,2013,The Psychometric Properties of Instruments Used to Assess Anxiety in Older Adults,10.20381/ruor-6480
Europe PMC,2025,The Role of Worry and Emotional Intelligence in Depression in a Non-Clinical and Clinical Sample,10.20944/preprints202510.1522.v1
OpenAlex,2025,Validity evidence of the Penn State Worry Questionnaire-Children in Colombian Children,10.21134/rpcna.2025.12.1.6
Europe PMC,2026,"Dream experiences and psychological distress: A network analysis of pathological worry, depression, anxiety, and stress",10.21203/rs.3.rs-10077558/v1
Europe PMC,2020,"Psychological impact of COVID-19 amongst pregnant women in Conakry, Guinea. A cross-sectional study.",10.21203/rs.3.rs-122687/v1
Europe PMC,2022,Development and Validation of The Cognitive Attentional Syndrome Scale 1 Revised – Japanese Version,10.21203/rs.3.rs-1257070/v1
Europe PMC,2023,Screening for Generalized Anxiety Disorder in Older Adults who visited an Outpatient Clinic in a Low-Resource Setting,10.21203/rs.3.rs-2706191/v1
Europe PMC,2024,"Sex Differences in the Association between Repetitive Negative Thinking, Allostatic Load and Neurofilament Light",10.21203/rs.3.rs-4246401/v1
Europe PMC,2025,The Relationship of Rumination and Experiential Avoidance with Depression and Social Anxiety: The Mediating Role of Worry,10.21203/rs.3.rs-7335833/v1
Europe PMC,2026,Worry as a bridge between self-compassion and competition anxiety in athletes: evidence from mediation and network analyses,10.21203/rs.3.rs-9120416/v1
Europe PMC,2022,Risk Factors of Sleep Paralysis in A Population of Polish Students,10.21203/rs.3.rs-966800/v1
OpenAlex,2020,Clinical Efficacy and Psychological Mechanisms of an App-Based Digital Therapeutic for Generalized Anxiety Disorder: A Randomised Controlled Trial,10.2139/ssrn.3712934
OpenAlex,2021,Psychometric Properties of the Italian Version of the Climate Change Worry Scale,10.2139/ssrn.3967318
OpenAlex,2024,Worry and the Sense of Quality of Life in Young Women with Generalized Anxiety Disorder,10.2139/ssrn.4678807
OpenAlex,2025,Detecting anxiety in those with Parkinson's disease: A diagnostic accuracy study,10.2139/ssrn.5912879
Europe PMC,2020,Psychometric Properties of the Chinese Version of the Intolerance of Uncertainty Inventory in Chinese College Students.,10.2147/ndt.s268313
Europe PMC,2024,Associations Between Repetitive Negative Thinking and Objective and Subjective Sleep Health in Cognitively Healthy Older Adults.,10.2147/nss.s441509
Europe PMC,2023,Sex Differences in Prevalence and Clinical Correlates of Depression in Individuals Infected with Omicron in China.,10.2147/prbm.s427226
Europe PMC,2025,Research on the Anxiety and Depression of Patients with Mechanical Ocular Injuries: A Cross-Sectional Study.,10.2147/prbm.s485854
OpenAlex,2025,التفكير السلبي المتكرر والمرونة المعرفية كعمليات عابرة للتشخيص في بعض اضطرابات الشخصية لدى طلاب الجامعة,10.21608/edusohag.2025.365699.1681
OpenAlex,2019,The Mediating Role of Negative Repetitive Thoughts in the Relationship between Brain Behavioral Systems and Insomnia Severity in Students,10.21859/ijpn-06064
Europe PMC,2013,"Depression, irritability, and anxiety in women with premenstrual dysphoric disorder.",10.2190/pm.46.1.d
Europe PMC,2021,Clinical Efficacy and Psychological Mechanisms of an App-Based Digital Therapeutic for Generalized Anxiety Disorder: Randomized Controlled Trial.,10.2196/26987
Europe PMC,2022,Internet-Delivered Cognitive Behavioral Therapy for Generalized Anxiety Disorder in Nationwide Routine Care: Effectiveness Study.,10.2196/29384
Europe PMC,2022,Health Care Workers' Need for Headspace: Findings From a Multisite Definitive Randomized Controlled Trial of an Unguided Digital Mindfulness-Based Self-help App to Reduce Healthcare Worker Stress.,10.2196/31744
Europe PMC,2023,The Overall Anxiety Severity and Impairment Scale as an Outcome Measure in Internet-Delivered Cognitive Behavioral Therapy for Anxiety Disorders: Observational Study.,10.2196/45362
Europe PMC,2024,Inhibitory Control Training for Anxiety and Math Achievement in Primary School Children: Protocol for a Proof-of-Concept Study.,10.2196/52929
Europe PMC,2025,"Efficacy and Safety of Electroacupuncture Through Nerve Stimulation in Patients With Anxiety Disorders: Protocol for a Randomized, Assessor-Blind, Three-Arm, Parallel-Group Clinical Trial.",10.2196/68166
Europe PMC,2025,Efficacy of a Smartphone-Based Digital Therapeutic (Anzeilax) in Generalized Anxiety Disorder: Randomized Controlled Trial.,10.2196/69981
Europe PMC,2026,Beta Testing an mHealth Symptom Management Intervention for People With Advanced Cancer: Single-Cohort Feasibility and Acceptability Study.,10.2196/94676
Europe PMC,2014,"Prevention of generalized anxiety disorder using a web intervention, iChill: randomized controlled trial.",10.2196/jmir.3507
OpenAlex,2020,Worry and Permissive Parenting in Association with the Development of Internet Addiction in Children: A Survey Study (Preprint),10.2196/preprints.24223
OpenAlex,2021,Clinical Efficacy and Psychological Mechanisms of an App-Based Digital Therapeutic for Generalized Anxiety Disorder: Randomized Controlled Trial (Preprint),10.2196/preprints.26987
OpenAlex,2021,Internet-delivered Cognitive-Behavioral Therapy for Generalized Anxiety Disorder: Its Effectiveness in Nationwide Routine Care (Preprint),10.2196/preprints.29384
OpenAlex,2022,The Overall Anxiety Severity and Impairment Scale as an Outcome Measure in Internet-Delivered Cognitive Behavioral Therapy for Anxiety Disorders: Observational Study (Preprint),10.2196/preprints.45362
OpenAlex,2023,Inhibitory Control Training for Anxiety and Math Achievement in Primary School Children: Protocol for a Proof-of-Concept Study (Preprint),10.2196/preprints.52929
OpenAlex,2023,"An Investigation of an Alexa Voice Application (Kindspace) for Reducing Feelings of Worry in Adults: Feasibility, Acceptability and Preliminary Outcomes (Preprint)",10.2196/preprints.53318
OpenAlex,2024,"Efficacy and Safety of Electroacupuncture Through Nerve Stimulation in Patients With Anxiety Disorders: Protocol for a Randomized, Assessor-Blind, Three-Arm, Parallel-Group Clinical Trial (Preprint)",10.2196/preprints.68166
OpenAlex,2024,Efficacy of a Smartphone-Based Digital Therapeutic (Anzeilax) in Generalized Anxiety Disorder: Randomized Controlled Trial (Preprint),10.2196/preprints.69981
OpenAlex,2025,Investigating the Unwinding Anxiety Mobile Application for Patients with Anxiety and Co-occurring Substance Use Disorders: A Single Arm Study Assessing Usability & Associated Changes in Anxiety and Substance Use (Preprint),10.2196/preprints.72079
OpenAlex,2026,"Finding Our Center Under Stress (FOCUS) – A mobile health symptom management intervention for people with advanced cancer: Feasibility, acceptability, and lessons learned (Preprint)",10.2196/preprints.94676
OpenAlex,2020,Evaluation of the effectiveness of unified protocol for the transdiagnostic treatment and emotion regulation intervention in patients with generalized anxiety disorder in a military hospital,10.22034/22.3.73
OpenAlex,2016,The Efficacy of Emotion Regulation Therapy (ERT) in Generalized Anxiety Disorder (GAD): symptom reduction and improving of emotion regulation and mindfulness skills,10.22037/ijabs.v3i1.12412
OpenAlex,2017,The Effectiveness of Self-Compassion Training on Self-Criticism and Academic Achievement in Female Students with Generalized Anxiety Disorder,10.22037/ijabs.v4i1.12617
